"Gene_id"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"diffexpressed"	"diffexpressed2"	"Symbol"
"GI_23346638-S"	-0.0248330392580574	8.40786738061777	-0.574132509087966	0.56875465516076	0.919680899883704	-6.21031620859334	"NO"	"NO"	"NPR2L"
"GI_23397408-S"	-0.00747452657094261	7.34295068050853	-0.504966021018581	0.616062050528999	0.930879806221789	-6.24713304097235	"NO"	"NO"	"MGC23947"
"GI_23397426-S"	-0.0823905550766533	8.27388998128527	-1.26476911774715	0.212505106789061	0.738702450862231	-5.59329258928023	"NO"	"NO"	"NSAP1"
"GI_23397428-S"	-0.0327382896700517	8.75314942399329	-0.42089001312646	0.675851163509269	0.943934735633392	-6.28559774779576	"NO"	"NO"	"GA17"
"GI_23397430-S"	-0.00399094221055929	7.3016235699231	-0.250941978445881	0.803008336680239	0.969581806222635	-6.34214080246025	"NO"	"NO"	"C21orf74"
"GI_23397448-S"	-0.014270761774573	7.32008759171458	-0.851863798908835	0.398828324430466	0.857919102977542	-6.01600144388781	"NO"	"NO"	"C21orf90"
"GI_23397450-S"	0.149728066392946	7.82059598297612	1.66774526583812	0.102354457137866	0.5863891905753	-5.03460428784188	"NO"	"NO"	"AMICA"
"GI_23397455-S"	-0.0378045936782669	9.58743211634916	-0.398862632416857	0.691892548635929	0.946934710051382	-6.29453017281369	"NO"	"NO"	"MGC35048"
"GI_23397457-S"	0.0523566529787152	7.45159939163948	1.94624874597046	0.0579240254680926	0.487242639685042	-4.56993287242414	"NO"	"NO"	"FLJ37300"
"GI_23397461-S"	0.0142795620675216	7.73571948343862	0.513059498452141	0.610434837889799	0.929121125728991	-6.24306567804509	"NO"	"NO"	"FLJ33761"
"GI_23397463-S"	0.0620441445007387	7.43526239711081	4.31621310902786	8.67211665911808e-05	0.0570812781395032	1.31750933472944	"NO"	"NO"	"GJB4"
"GI_23397470-S"	0.017083383454473	7.26395145329131	1.385530226007	0.172761680432175	0.698204645927886	-5.44054433224053	"NO"	"NO"	"FLJ37440"
"GI_23397472-S"	-0.00138108196934628	7.33334547682303	-0.118497283249418	0.90620428595914	0.985989239306753	-6.36641768925837	"NO"	"NO"	"FLJ38608"
"GI_23397474-S"	0.00627212910956132	7.30000147514029	0.525566707024023	0.601785562553328	0.926505202541976	-6.23665456612205	"NO"	"NO"	"MGC13034"
"GI_23397476-S"	-0.00239662846502409	7.26817668035474	-0.177853281589403	0.859641332103857	0.979233400259408	-6.35768712895499	"NO"	"NO"	"FLJ38725"
"GI_23397482-S"	-0.0162487957211157	7.42534921103527	-0.765653644608896	0.447904479319913	0.881870479079088	-6.0842199722551	"NO"	"NO"	"FLJ36090"
"GI_23397486-S"	-0.00899731867642295	7.35652763599995	-0.673521913102552	0.504081327423551	0.901038756695765	-6.14928675195599	"NO"	"NO"	"RPESP"
