Symbol	pathway_name
3917	EGFR	Parathyroid hormone synthesis, secretion and action
3918	SLC34A2	Parathyroid hormone synthesis, secretion and action
3919	ARAF	Parathyroid hormone synthesis, secretion and action
3920	MAP2K1	Parathyroid hormone synthesis, secretion and action
3921	PLCB1	Parathyroid hormone synthesis, secretion and action
3922	ADCY1	Parathyroid hormone synthesis, secretion and action
3923	PLD1	Parathyroid hormone synthesis, secretion and action
3924	SOST	Parathyroid hormone synthesis, secretion and action
3925	TNFSF11	Parathyroid hormone synthesis, secretion and action
3926	BCL2	Parathyroid hormone synthesis, secretion and action
3927	CDKN1A	Parathyroid hormone synthesis, secretion and action
3928	MMP13	Parathyroid hormone synthesis, secretion and action
3929	KL	Parathyroid hormone synthesis, secretion and action
3930	CYP27B1	Parathyroid hormone synthesis, secretion and action
3931	CYP24A1	Parathyroid hormone synthesis, secretion and action
3932	TRPV5	Parathyroid hormone synthesis, secretion and action
3933	SLC9A3R1	Parathyroid hormone synthesis, secretion and action
3934	NACA	Parathyroid hormone synthesis, secretion and action
3935	POMC	Melanogenesis
3936	MC1R	Melanogenesis
3937	GNAS	Melanogenesis
3938	FZD10	Melanogenesis
3939	GNAO1	Melanogenesis
3940	HLA-DQB1	Melanogenesis
3941	DVL1	Melanogenesis
3942	GSK3B	Melanogenesis
3943	CTNNB1	Melanogenesis
3944	LEF1	Melanogenesis
3945	MITF	Melanogenesis
3946	KITLG	Melanogenesis
3947	KIT	Melanogenesis
3948	HRAS	Melanogenesis
3949	RAF1	Melanogenesis
3950	MAP2K1	Melanogenesis
3951	MAPK1	Melanogenesis
3952	EDN1	Melanogenesis
3953	EDNRB	Melanogenesis
3954	GNAI1	Melanogenesis
3955	CALML6	Melanogenesis
3956	PRKCA	Melanogenesis
3957	PRKCB	Melanogenesis
3958	PLCB1	Melanogenesis
3959	ASIP	Melanogenesis
3960	ADCY1	Melanogenesis
3961	TYR	Melanogenesis
3962	TYRP1	Melanogenesis
3963	DCT	Melanogenesis
3964	CAMK2A	Melanogenesis
3965	PRKACA	Melanogenesis
3966	ADRB1	Renin secretion
3967	ADCYAP1	Renin secretion
3968	ADCYAP1R1	Renin secretion
3969	PTGER2	Renin secretion
3970	GNAS	Renin secretion
3971	PRKACA	Renin secretion
3972	ADORA1	Renin secretion
3973	EDNRA	Renin secretion
3974	AGTR1	Renin secretion
3975	GNAQ	Renin secretion
3976	CMC1	Renin secretion
3977	CALML6	Renin secretion
3978	CREB1	Renin secretion
3979	GNAI1	Renin secretion
3980	AQP1	Renin secretion
3981	EDN1	Renin secretion
3982	NPPA	Renin secretion
3983	ADCY5	Renin secretion
3984	PLCB1	Renin secretion
3985	PPP3CA	Renin secretion
3986	CCN1	Renin secretion
3987	KCNMA1	Renin secretion
3988	REN	Renin secretion
3989	KCNJ2	Renin secretion
3990	NPR1	Renin secretion
3991	REN	Renin-angiotensin system
3992	CMA1	Renin-angiotensin system
3993	CTSG	Renin-angiotensin system
3994	ACE	Renin-angiotensin system
3995	ENPEP	Renin-angiotensin system
3996	ACE2	Renin-angiotensin system
3997	MME	Renin-angiotensin system
3998	PRCP	Renin-angiotensin system
3999	THOP1	Renin-angiotensin system
4000	NLN	Renin-angiotensin system
4001	CTSA	Renin-angiotensin system
4002	CPA3	Renin-angiotensin system
4003	ANPEP	Renin-angiotensin system
4004	KLK1	Renin-angiotensin system
4005	ATP6AP2	Renin-angiotensin system
4006	PREP	Renin-angiotensin system
4007	AGTR1	Aldosterone synthesis and secretion
4008	GNA11	Aldosterone synthesis and secretion
4009	PRKCA	Aldosterone synthesis and secretion
4010	PLCB1	Aldosterone synthesis and secretion
4011	CALML6	Aldosterone synthesis and secretion
4012	MC2R	Aldosterone synthesis and secretion
4013	GNAS	Aldosterone synthesis and secretion
4014	CREB3	Aldosterone synthesis and secretion
4015	NR4A2	Aldosterone synthesis and secretion
4016	NR4A1	Aldosterone synthesis and secretion
4017	POMC	Aldosterone synthesis and secretion
4018	AGT	Aldosterone synthesis and secretion
4019	NPPA	Aldosterone synthesis and secretion
4020	PRKD3	Aldosterone synthesis and secretion
4021	KCNK3	Aldosterone synthesis and secretion
4022	CAMK1D	Aldosterone synthesis and secretion
4023	ADCY1	Aldosterone synthesis and secretion
4024	CYP11B2	Aldosterone synthesis and secretion
4025	CPN2	Aldosterone synthesis and secretion
4026	STAR	Aldosterone synthesis and secretion
4027	NPR1	Aldosterone synthesis and secretion
4028	AGTR1	Cortisol synthesis and secretion
4029	GNA11	Cortisol synthesis and secretion
4030	MC2R	Cortisol synthesis and secretion
4031	GNAS	Cortisol synthesis and secretion
4032	CREB3	Cortisol synthesis and secretion
4033	POMC	Cortisol synthesis and secretion
4034	PRKACA	Cortisol synthesis and secretion
4035	NR5A1	Cortisol synthesis and secretion
4036	SF1	Cortisol synthesis and secretion
4037	NR4A1	Cortisol synthesis and secretion
4038	SP1	Cortisol synthesis and secretion
4039	PBX1	Cortisol synthesis and secretion
4040	KCNK2	Cortisol synthesis and secretion
4041	NR0B1	Cortisol synthesis and secretion
4042	AGT	Cortisol synthesis and secretion
4043	PLCB1	Cortisol synthesis and secretion
4044	ADCY1	Cortisol synthesis and secretion
4045	STAR	Cortisol synthesis and secretion
4046	MRAP	Cortisol synthesis and secretion
4047	FGD2	Cortisol synthesis and secretion
4048	CYP11B1	Cortisol synthesis and secretion
4049	CPN1	Cortisol synthesis and secretion
4050	CYP17A1	Cortisol synthesis and secretion
4051	NCEH1	Cortisol synthesis and secretion
4052	CACNA1I	Cortisol synthesis and secretion
4053	TNNC1	Cardiac muscle contraction
4054	TNC	Cardiac muscle contraction
4055	TNNI3	Cardiac muscle contraction
4056	TNNT2	Cardiac muscle contraction
4057	TPM1	Cardiac muscle contraction
4058	ACTC1	Cardiac muscle contraction
4059	TRDN	Cardiac muscle contraction
4060	HRC	Cardiac muscle contraction
4061	MYH6	Cardiac muscle contraction
4062	ATP2A1	Cardiac muscle contraction
4063	TNNC1	Adrenergic signaling in cardiomyocytes
4064	TNC	Adrenergic signaling in cardiomyocytes
4065	TNNT2	Adrenergic signaling in cardiomyocytes
4066	TNNI3	Adrenergic signaling in cardiomyocytes
4067	TPM1	Adrenergic signaling in cardiomyocytes
4068	ACTC1	Adrenergic signaling in cardiomyocytes
4069	CAMK2A	Adrenergic signaling in cardiomyocytes
4070	PRKACA	Adrenergic signaling in cardiomyocytes
4071	PRKCA	Adrenergic signaling in cardiomyocytes
4072	RPS6KA5	Adrenergic signaling in cardiomyocytes
4073	CALML6	Adrenergic signaling in cardiomyocytes
4074	ADRB1	Adrenergic signaling in cardiomyocytes
4075	GNAS	Adrenergic signaling in cardiomyocytes
4076	ADRB2	Adrenergic signaling in cardiomyocytes
4077	GNAI1	Adrenergic signaling in cardiomyocytes
4078	PIK3R6	Adrenergic signaling in cardiomyocytes
4079	ADCY1	Adrenergic signaling in cardiomyocytes
4080	RAPGEF3	Adrenergic signaling in cardiomyocytes
4081	MAPK1	Adrenergic signaling in cardiomyocytes
4082	AGTR1	Adrenergic signaling in cardiomyocytes
4083	ADRA1D	Adrenergic signaling in cardiomyocytes
4084	ADRA1A	Adrenergic signaling in cardiomyocytes
4085	GNAQ	Adrenergic signaling in cardiomyocytes
4086	CMC1	Adrenergic signaling in cardiomyocytes
4087	PPP2R3B	Adrenergic signaling in cardiomyocytes
4088	PPP1CA	Adrenergic signaling in cardiomyocytes
4089	PLN	Adrenergic signaling in cardiomyocytes
4090	CREM	Adrenergic signaling in cardiomyocytes
4091	PPP1R1A	Adrenergic signaling in cardiomyocytes
4092	AGT	Adrenergic signaling in cardiomyocytes
4093	MYH6	Adrenergic signaling in cardiomyocytes
4094	SCN1B	Adrenergic signaling in cardiomyocytes
4095	RYR2	Adrenergic signaling in cardiomyocytes
4096	SLC9A1	Adrenergic signaling in cardiomyocytes
4097	ATP2B1	Adrenergic signaling in cardiomyocytes
4098	SLC8A2	Adrenergic signaling in cardiomyocytes
4099	CREB3	Adrenergic signaling in cardiomyocytes
4100	AKT3	Adrenergic signaling in cardiomyocytes
4101	MAPK14	Adrenergic signaling in cardiomyocytes
4102	PLCB1	Adrenergic signaling in cardiomyocytes
4103	ATP2A1	Adrenergic signaling in cardiomyocytes
4104	BCL2	Adrenergic signaling in cardiomyocytes
4105	CALML6	Vascular smooth muscle contraction
4106	ADRA1D	Vascular smooth muscle contraction
4107	ADRA1A	Vascular smooth muscle contraction
4108	AGTR1	Vascular smooth muscle contraction
4109	EDNRA	Vascular smooth muscle contraction
4110	AVPR1A	Vascular smooth muscle contraction
4111	GNA11	Vascular smooth muscle contraction
4112	PRKCA	Vascular smooth muscle contraction
4113	GNA13	Vascular smooth muscle contraction
4114	ARHGEF12	Vascular smooth muscle contraction
4115	RHOA	Vascular smooth muscle contraction
4116	ADORA2A	Vascular smooth muscle contraction
4117	PTGIR	Vascular smooth muscle contraction
4118	CALCRL	Vascular smooth muscle contraction
4119	GNAS	Vascular smooth muscle contraction
4120	PRKG1	Vascular smooth muscle contraction
4121	PPP1R14A	Vascular smooth muscle contraction
4122	ROCK1	Vascular smooth muscle contraction
4123	PRKACA	Vascular smooth muscle contraction
4124	MYLK4	Vascular smooth muscle contraction
4125	ARAF	Vascular smooth muscle contraction
4126	MAP2K1	Vascular smooth muscle contraction
4127	MAPK1	Vascular smooth muscle contraction
4128	PPP1R12A	Vascular smooth muscle contraction
4129	IRAG1	Vascular smooth muscle contraction
4130	AGT	Vascular smooth muscle contraction
4131	EDN1	Vascular smooth muscle contraction
4132	AVP	Vascular smooth muscle contraction
4133	CALCA	Vascular smooth muscle contraction
4134	ADM	Vascular smooth muscle contraction
4135	NPPA	Vascular smooth muscle contraction
4136	NPPB	Vascular smooth muscle contraction
4137	NPPC	Vascular smooth muscle contraction
4138	CNP	Vascular smooth muscle contraction
4139	PLA2G4B	Vascular smooth muscle contraction
4140	PLCB1	Vascular smooth muscle contraction
4141	ADCY1	Vascular smooth muscle contraction
4142	ITPR1	Vascular smooth muscle contraction
4143	MYL9	Vascular smooth muscle contraction
4144	CALD1	Vascular smooth muscle contraction
4145	NPR1	Vascular smooth muscle contraction
4146	NPR2	Vascular smooth muscle contraction
4147	ADRB1	Salivary secretion
4148	GNAS	Salivary secretion
4149	ADRA1D	Salivary secretion
4150	ADRA1A	Salivary secretion
4151	GNAQ	Salivary secretion
4152	CMC1	Salivary secretion
4153	CHRM3	Salivary secretion
4154	CALML6	Salivary secretion
4155	PRKG1	Salivary secretion
4156	AQP5	Salivary secretion
4157	PRKACA	Salivary secretion
4158	ADCY1	Salivary secretion
4159	PLCB1	Salivary secretion
4160	NOS1	Salivary secretion
4161	BST1	Salivary secretion
4162	VAMP2	Salivary secretion
4163	GAST	Gastric acid secretion
4164	CCKBR	Gastric acid secretion
4165	CHRM3	Gastric acid secretion
4166	GNAQ	Gastric acid secretion
4167	CMC1	Gastric acid secretion
4168	CALML6	Gastric acid secretion
4169	HRH2	Gastric acid secretion
4170	GNAS	Gastric acid secretion
4171	SST	Gastric acid secretion
4172	SSTR2	Gastric acid secretion
4173	PRKCA	Gastric acid secretion
4174	PRKACA	Gastric acid secretion
4175	EZR	Gastric acid secretion
4176	GNAI1	Gastric acid secretion
4177	PLCB1	Gastric acid secretion
4178	CAMK2A	Gastric acid secretion
4179	MYLK4	Gastric acid secretion
4180	ADCY1	Gastric acid secretion
4181	ACTB	Gastric acid secretion
4182	CCKAR	Pancreatic secretion
4183	GNAQ	Pancreatic secretion
4184	CMC1	Pancreatic secretion
4185	CHRM3	Pancreatic secretion
4186	SCTR	Pancreatic secretion
4187	GNAS	Pancreatic secretion
4188	CCK	Pancreatic secretion
4189	SCT	Pancreatic secretion
4190	PLCB1	Pancreatic secretion
4191	ADCY1	Pancreatic secretion
4192	BST1	Pancreatic secretion
4193	NR1H4	Bile secretion
4194	SCTR	Bile secretion
4195	GNAS	Bile secretion
4196	PRKACA	Bile secretion
4197	NR0B2	Bile secretion
4198	SCT	Bile secretion
4199	RXRA	Bile secretion
4200	ABCB11	Bile secretion
4201	ABCC2	Bile secretion
4202	ABCB4	Bile secretion
4203	ADCY1	Bile secretion
4204	CFTR	Bile secretion
4205	CYP7A1	Bile secretion
4206	SLCO1B1	Bile secretion
4207	LST1	Bile secretion
4208	SLC10A1	Bile secretion
4209	AKT3	Carbohydrate digestion and absorption
4210	GNAT3	Carbohydrate digestion and absorption
4211	PRKCB	Carbohydrate digestion and absorption
4212	SLC2A5	Carbohydrate digestion and absorption
4213	PLCB1	Carbohydrate digestion and absorption
4214	SLC2A2	Carbohydrate digestion and absorption
4215	AGPAT1	Fat digestion and absorption
4216	PLPP1	Fat digestion and absorption
4217	MOGAT3	Fat digestion and absorption
4218	DGAT2	Fat digestion and absorption
4219	APOA1	Cholesterol metabolism
4220	APOC1	Cholesterol metabolism
4221	LRPAP1	Cholesterol metabolism
4222	MRAP	Cholesterol metabolism
4223	ANGPTL3	Cholesterol metabolism
4224	APOC2	Cholesterol metabolism
4225	APOH	Cholesterol metabolism
4226	ANGPTL8	Cholesterol metabolism
4227	MYLIP	Cholesterol metabolism
4228	LDLRAP1	Cholesterol metabolism
4229	APOB	Cholesterol metabolism
4230	PCSK9	Cholesterol metabolism
4231	STARD3	Cholesterol metabolism
4232	VDAC1	Cholesterol metabolism
4233	TSPO	Cholesterol metabolism
4234	DBI	Cholesterol metabolism
4235	NPC1	Cholesterol metabolism
4236	POGZ	Cholesterol metabolism
4237	SORT1	Cholesterol metabolism
4238	APOE	Cholesterol metabolism
4239	ABCA1	Cholesterol metabolism
4240	CIDEB	Cholesterol metabolism
4241	LCAT	Cholesterol metabolism
4242	CETP	Cholesterol metabolism
4243	LRP1	Cholesterol metabolism
4244	LPL	Cholesterol metabolism
4245	LDLR	Cholesterol metabolism
4246	FH	Cholesterol metabolism
4247	STAR	Cholesterol metabolism
4248	VAPB	Cholesterol metabolism
4249	OSBPL5	Cholesterol metabolism
4250	VDR	Mineral absorption
4251	SLC40A1	Mineral absorption
4252	SLC34A2	Mineral absorption
4253	TRPV6	Mineral absorption
4254	S100G	Mineral absorption
4255	CABP1	Mineral absorption
4256	ATP2B1	Mineral absorption
4257	SLC8A2	Mineral absorption
4258	HEPHL1	Mineral absorption
4259	AVP	Vasopressin-regulated water reabsorption
4260	AVPR2	Vasopressin-regulated water reabsorption
4261	GNAS	Vasopressin-regulated water reabsorption
4262	PRKACA	Vasopressin-regulated water reabsorption
4263	CREB3	Vasopressin-regulated water reabsorption
4264	VAMP2	Vasopressin-regulated water reabsorption
4265	ADCY3	Vasopressin-regulated water reabsorption
4266	ARHGDIA	Vasopressin-regulated water reabsorption
4267	AQP2	Vasopressin-regulated water reabsorption
4268	STX4	Vasopressin-regulated water reabsorption
4269	NR3C2	Aldosterone-regulated sodium reabsorption
4270	INS	Aldosterone-regulated sodium reabsorption
4271	IGF1	Aldosterone-regulated sodium reabsorption
4272	INSR	Aldosterone-regulated sodium reabsorption
4273	IRS1	Aldosterone-regulated sodium reabsorption
4274	PDPK1	Aldosterone-regulated sodium reabsorption
4275	PDK1	Aldosterone-regulated sodium reabsorption
4276	PDPK2P	Aldosterone-regulated sodium reabsorption
4277	SGK1	Aldosterone-regulated sodium reabsorption
4278	NEDD4L	Aldosterone-regulated sodium reabsorption
4279	SFN	Aldosterone-regulated sodium reabsorption
4280	KRAS	Aldosterone-regulated sodium reabsorption
4281	SCNN1A	Aldosterone-regulated sodium reabsorption
4282	FXYD4	Aldosterone-regulated sodium reabsorption
4283	PIK3CA	Aldosterone-regulated sodium reabsorption
4284	KCNJ1	Aldosterone-regulated sodium reabsorption
4285	KLK1	Endocrine and other factor-regulated calcium reabsorption
4286	BDKRB2	Endocrine and other factor-regulated calcium reabsorption
4287	GNAQ	Endocrine and other factor-regulated calcium reabsorption
4288	CMC1	Endocrine and other factor-regulated calcium reabsorption
4289	PRKCA	Endocrine and other factor-regulated calcium reabsorption
4290	KL	Endocrine and other factor-regulated calcium reabsorption
4291	VDR	Endocrine and other factor-regulated calcium reabsorption
4292	ESR1	Endocrine and other factor-regulated calcium reabsorption
4293	PRKACA	Endocrine and other factor-regulated calcium reabsorption
4294	PTH1R	Endocrine and other factor-regulated calcium reabsorption
4295	GNAS	Endocrine and other factor-regulated calcium reabsorption
4296	RAB11A	Endocrine and other factor-regulated calcium reabsorption
4297	TRPV5	Endocrine and other factor-regulated calcium reabsorption
4298	PTH	Endocrine and other factor-regulated calcium reabsorption
4299	PLCB1	Endocrine and other factor-regulated calcium reabsorption
4300	CALB1	Endocrine and other factor-regulated calcium reabsorption
4301	SLC8A2	Endocrine and other factor-regulated calcium reabsorption
4302	ATP2B1	Endocrine and other factor-regulated calcium reabsorption
4303	ADCY6	Endocrine and other factor-regulated calcium reabsorption
4304	GLS2	Proximal tubule bicarbonate reclamation
4305	GLS	Proximal tubule bicarbonate reclamation
4306	MDH1	Proximal tubule bicarbonate reclamation
4307	GLUD1	Proximal tubule bicarbonate reclamation
4308	PCK1	Proximal tubule bicarbonate reclamation
4309	GRM2	Glutamatergic synapse
4310	GRM4	Glutamatergic synapse
4311	GRM7	Glutamatergic synapse
4312	GNB5	Glutamatergic synapse
4313	GRM1	Glutamatergic synapse
4314	PPP3CA	Glutamatergic synapse
4315	CCN1	Glutamatergic synapse
4316	GNAQ	Glutamatergic synapse
4317	CMC1	Glutamatergic synapse
4318	PRKCA	Glutamatergic synapse
4319	GNAS	Glutamatergic synapse
4320	KCNJ3	Glutamatergic synapse
4321	GNAI1	Glutamatergic synapse
4322	GRIN3A	Glutamatergic synapse
4323	DLG4	Glutamatergic synapse
4324	DLGAP1	Glutamatergic synapse
4325	SHANK2	Glutamatergic synapse
4326	HOMER3	Glutamatergic synapse
4327	GRK2	Glutamatergic synapse
4328	TRPC1	Glutamatergic synapse
4329	PLCB1	Glutamatergic synapse
4330	PLA2G4B	Glutamatergic synapse
4331	PLD1	Glutamatergic synapse
4332	MAPK1	Glutamatergic synapse
4333	ADCY1	Glutamatergic synapse
4334	CACNA1A	Glutamatergic synapse
4335	HPCA	Glutamatergic synapse
4336	ITPR1	Glutamatergic synapse
4337	GABBR1	GABAergic synapse
4338	GNB5	GABAergic synapse
4339	GABRA1	GABAergic synapse
4340	GABARAP	GABAergic synapse
4341	TRAK2	GABAergic synapse
4342	KCNJ6	GABAergic synapse
4343	ADCY1	GABAergic synapse
4344	CACNA1A	GABAergic synapse
4345	HPCA	GABAergic synapse
4346	HAP1	GABAergic synapse
4347	NSF	GABAergic synapse
4348	PLCL1	GABAergic synapse
4349	GPHN	GABAergic synapse
4350	CHRM2	Cholinergic synapse
4351	CHRM4	Cholinergic synapse
4352	CHRM5	Cholinergic synapse
4353	CHRM3	Cholinergic synapse
4354	CHRM1	Cholinergic synapse
4355	GNA11	Cholinergic synapse
4356	GNB5	Cholinergic synapse
4357	MAPK1	Cholinergic synapse
4358	PRKACA	Cholinergic synapse
4359	FYN	Cholinergic synapse
4360	SLK	Cholinergic synapse
4361	CHRNA3	Cholinergic synapse
4362	JAK2	Cholinergic synapse
4363	AKT3	Cholinergic synapse
4364	CAMK4	Cholinergic synapse
4365	PIK3CA	Cholinergic synapse
4366	PIK3R6	Cholinergic synapse
4367	HRAS	Cholinergic synapse
4368	MAP2K1	Cholinergic synapse
4369	PLCB1	Cholinergic synapse
4370	KCNJ3	Cholinergic synapse
4371	FOS	Cholinergic synapse
4372	ADCY1	Cholinergic synapse
4373	BCL2	Cholinergic synapse
4374	CREB3	Cholinergic synapse
4375	CACNA1A	Cholinergic synapse
4376	HPCA	Cholinergic synapse
4377	DRD2	Dopaminergic synapse
4378	DRD1	Dopaminergic synapse
4379	GNAQ	Dopaminergic synapse
4380	CMC1	Dopaminergic synapse
4381	DRD5	Dopaminergic synapse
4382	GNAL	Dopaminergic synapse
4383	PRKACA	Dopaminergic synapse
4384	PRKCA	Dopaminergic synapse
4385	MAPK14	Dopaminergic synapse
4386	CALML6	Dopaminergic synapse
4387	PPP1R1B	Dopaminergic synapse
4388	PPP3CA	Dopaminergic synapse
4389	CCN1	Dopaminergic synapse
4390	PPP1CA	Dopaminergic synapse
4391	DRD3	Dopaminergic synapse
4392	GNB5	Dopaminergic synapse
4393	PPP2R3B	Dopaminergic synapse
4394	SLC6A3	Dopaminergic synapse
4395	PLCB1	Dopaminergic synapse
4396	ADCY5	Dopaminergic synapse
4397	CREB3	Dopaminergic synapse
4398	FOS	Dopaminergic synapse
4399	CACNA1C	Dopaminergic synapse
4400	GRIN2A	Dopaminergic synapse
4401	GRIA1	Dopaminergic synapse
4402	SCN1A	Dopaminergic synapse
4403	KCNJ3	Dopaminergic synapse
4404	CACNA1A	Dopaminergic synapse
4405	HPCA	Dopaminergic synapse
4406	TH	Dopaminergic synapse
4407	CAMK2A	Dopaminergic synapse
4408	CALY	Dopaminergic synapse
4409	AKT3	Dopaminergic synapse
4410	HTR2A	Serotonergic synapse
4411	GNAQ	Serotonergic synapse
4412	CMC1	Serotonergic synapse
4413	HTR4	Serotonergic synapse
4414	GNAS	Serotonergic synapse
4415	HTR1A	Serotonergic synapse
4416	HTR5A	Serotonergic synapse
4417	GNB5	Serotonergic synapse
4418	PRKCA	Serotonergic synapse
4419	PTGS1	Serotonergic synapse
4420	HRAS	Serotonergic synapse
4421	ARAF	Serotonergic synapse
4422	MAPK1	Serotonergic synapse
4423	MAP2K1	Serotonergic synapse
4424	DUSP1	Serotonergic synapse
4425	PLCB1	Serotonergic synapse
4426	CACNA1C	Serotonergic synapse
4427	PLA2G4B	Serotonergic synapse
4428	ADCY5	Serotonergic synapse
4429	CACNA1A	Serotonergic synapse
4430	HPCA	Serotonergic synapse
4431	CASP3	Serotonergic synapse
4432	KCNJ3	Serotonergic synapse
4433	ADCY1	Long-term potentiation
4434	GRIN1	Long-term potentiation
4435	CALML6	Long-term potentiation
4436	PLCB1	Long-term potentiation
4437	PRKACA	Long-term potentiation
4438	RAPGEF3	Long-term potentiation
4439	RAP1A	Long-term potentiation
4440	HRAS	Long-term potentiation
4441	KRAS	Long-term potentiation
4442	ARAF	Long-term potentiation
4443	MAP2K1	Long-term potentiation
4444	MAPK1	Long-term potentiation
4445	CAMK2A	Long-term potentiation
4446	GRM1	Long-term potentiation
4447	GNAQ	Long-term potentiation
4448	CMC1	Long-term potentiation
4449	RPS6KA6	Long-term potentiation
4450	CAMK4	Long-term potentiation
4451	PPP1R1A	Long-term potentiation
4452	PPP1CA	Long-term potentiation
4453	PPP3CA	Long-term potentiation
4454	CCN1	Long-term potentiation
4455	CREBBP	Long-term potentiation
4456	GRIA1	Long-term potentiation
4457	PRKCA	Long-term potentiation
4458	CACNA1C	Long-term potentiation
4459	ITPR1	Long-term potentiation
4460	ATF4	Long-term potentiation
4461	NOS1	Long-term depression
4462	GUCY1A2	Long-term depression
4463	PLA2G4B	Long-term depression
4464	PLCB1	Long-term depression
4465	PRKCA	Long-term depression
4466	RYR1	Long-term depression
4467	PRKG1	Long-term depression
4468	HRAS	Long-term depression
4469	KRAS	Long-term depression
4470	ARAF	Long-term depression
4471	MAP2K1	Long-term depression
4472	GRM1	Long-term depression
4473	GNA13	Long-term depression
4474	MAPK1	Long-term depression
4475	GNA11	Long-term depression
4476	GRIA1	Long-term depression
4477	LYN	Long-term depression
4478	CRH	Long-term depression
4479	CRHR1	Long-term depression
4480	IGF1	Long-term depression
4481	IGF1R	Long-term depression
4482	PPP1R17	Long-term depression
4483	PPP2CA	Long-term depression
4484	ITPR1	Long-term depression
4485	CACNA1A	Long-term depression
4486	HPCA	Long-term depression
4487	GNAQ	Retrograde endocannabinoid signaling
4488	CMC1	Retrograde endocannabinoid signaling
4489	GRM1	Retrograde endocannabinoid signaling
4490	CNR1	Retrograde endocannabinoid signaling
4491	GNB5	Retrograde endocannabinoid signaling
4492	PLCB1	Retrograde endocannabinoid signaling
4493	KCNJ3	Retrograde endocannabinoid signaling
4494	MAPK14	Retrograde endocannabinoid signaling
4495	CACNA1A	Retrograde endocannabinoid signaling
4496	HPCA	Retrograde endocannabinoid signaling
4497	ADCY1	Retrograde endocannabinoid signaling
4498	VAMP2	Synaptic vesicle cycle
4499	STX1B	Synaptic vesicle cycle
4500	RAB3A	Synaptic vesicle cycle
4501	STXBP1	Synaptic vesicle cycle
4502	CLTA	Synaptic vesicle cycle
4503	SNAP25	Synaptic vesicle cycle
4504	RIMS1	Synaptic vesicle cycle
4505	AP2M1	Synaptic vesicle cycle
4506	NGF	Neurotrophin signaling pathway
4507	BDNF	Neurotrophin signaling pathway
4508	NTF4	Neurotrophin signaling pathway
4509	NTF3	Neurotrophin signaling pathway
4510	NTRK1	Neurotrophin signaling pathway
4511	KIDINS220	Neurotrophin signaling pathway
4512	FRS2	Neurotrophin signaling pathway
4513	CRK	Neurotrophin signaling pathway
4514	RAPGEF1	Neurotrophin signaling pathway
4515	RAP1A	Neurotrophin signaling pathway
4516	BRAF	Neurotrophin signaling pathway
4517	MAP2K1	Neurotrophin signaling pathway
4518	MAPK1	Neurotrophin signaling pathway
4519	RPS6KA6	Neurotrophin signaling pathway
4520	NTRK2	Neurotrophin signaling pathway
4521	NTRK3	Neurotrophin signaling pathway
4522	SH2B2	Neurotrophin signaling pathway
4523	SH2B3	Neurotrophin signaling pathway
4524	GRB2	Neurotrophin signaling pathway
4525	SOS1	Neurotrophin signaling pathway
4526	HGF	Neurotrophin signaling pathway
4527	HRAS	Neurotrophin signaling pathway
4528	KRAS	Neurotrophin signaling pathway
4529	RAF1	Neurotrophin signaling pathway
4530	RPS6KA5	Neurotrophin signaling pathway
4531	MAP3K3	Neurotrophin signaling pathway
4532	MAP2K5	Neurotrophin signaling pathway
4533	MAPK7	Neurotrophin signaling pathway
4534	MAPK14	Neurotrophin signaling pathway
4535	MAPKAPK2	Neurotrophin signaling pathway
4536	SHC2	Neurotrophin signaling pathway
4537	GAB1	Neurotrophin signaling pathway
4538	PIK3CA	Neurotrophin signaling pathway
4539	AKT3	Neurotrophin signaling pathway
4540	NFKBIA	Neurotrophin signaling pathway
4541	PDPK1	Neurotrophin signaling pathway
4542	PDK1	Neurotrophin signaling pathway
4543	PDPK2P	Neurotrophin signaling pathway
4544	PTPN11	Neurotrophin signaling pathway
4545	IRS1	Neurotrophin signaling pathway
4546	PLCG1	Neurotrophin signaling pathway
4547	PRKCD	Neurotrophin signaling pathway
4548	CALML6	Neurotrophin signaling pathway
4549	CAMK4	Neurotrophin signaling pathway
4550	NGFR	Neurotrophin signaling pathway
4551	ARHGDIA	Neurotrophin signaling pathway
4552	TRAF6	Neurotrophin signaling pathway
4553	CDC42	Neurotrophin signaling pathway
4554	RAC1	Neurotrophin signaling pathway
4555	MAP3K1	Neurotrophin signaling pathway
4556	MAP3K5	Neurotrophin signaling pathway
4557	MAP2K7	Neurotrophin signaling pathway
4558	MAPK8	Neurotrophin signaling pathway
4559	TP53	Neurotrophin signaling pathway
4560	TP73	Neurotrophin signaling pathway
4561	BEX3	Neurotrophin signaling pathway
4562	IKBKB	Neurotrophin signaling pathway
4563	ATF4	Neurotrophin signaling pathway
4564	FOXO3	Neurotrophin signaling pathway
4565	ABL1	Neurotrophin signaling pathway
4566	NFKB1	Neurotrophin signaling pathway
4567	BAD	Neurotrophin signaling pathway
4568	GSK3B	Neurotrophin signaling pathway
4569	MATK	Neurotrophin signaling pathway
4570	RHOA	Neurotrophin signaling pathway
4571	PRDM4	Neurotrophin signaling pathway
4572	MAGED1	Neurotrophin signaling pathway
4573	ZNF274	Neurotrophin signaling pathway
4574	JUN	Neurotrophin signaling pathway
4575	BAX	Neurotrophin signaling pathway
4576	YWHAE	Neurotrophin signaling pathway
4577	RIPK2	Neurotrophin signaling pathway
4578	CCK	Neurotrophin signaling pathway
